danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre,song_name,title
0.817,0.719,-11.034,0.05,0.173,0.646,0.368,0.186,0.5901,0.5176,9,Null,DARK UNDERGROUND TECHNO
0.719,0.703,-4.114,0.253,0.0373,0.0001,0.361,0.501,0.7625,0.2566,7,J'OUVERT,Null
0.667,0.659,-0.848,0.428,0.0383,0.0,0.098,0.632,0.803,0.1078,2,I Wanna Be a Suicide Bomber,Null
0.803,0.835,-7.623,0.0552,0.0022,0.764,0.0571,0.871,0.5811,0.3341,8,Null,Tech House Rotation 2020
0.638,0.832,-5.039,0.049,0.141,0.0,0.113,0.648,0.5632,0.2496,6,Firework,Null
0.584,0.924,-3.089,0.0759,0.0166,0.0,0.0851,0.543,0.7986,0.244,13,Null,Fingah Pistols!
0.824,0.963,-1.186,0.11,0.0,0.839,0.446,0.226,0.6356,0.2855,12,Null,RIDDIM
0.557,0.961,-3.043,0.124,0.0003,0.86,0.28,0.676,0.7808,0.3189,13,Null,UKF Drum & Bass - All Uploads
0.783,0.929,0.551,0.0893,0.2,0.0041,0.689,0.152,0.5358,0.1473,1,Nails,Null
0.631,0.239,-7.071,0.0398,0.864,0.0,0.116,0.0927,0.725,0.1635,3,Lonely (with benny blanco),Null
0.735,0.824,-4.143,0.036,0.615,0.0,0.158,0.726,0.9097,0.2318,5,Get Busy,Null
0.529,0.659,-5.318,0.0629,0.0232,0.0,0.114,0.36,0.6273,0.2819,5,Need U Bad,Null
0.766,0.901,-2.764,0.128,0.104,0.0,0.0924,0.215,0.5901,0.1831,4,Value,Null
0.366,0.932,-1.697,0.0729,0.0,0.006,0.22,0.181,0.7037,0.2726,12,Null,HEADBANGERS:Dubstep/Riddim
0.657,0.401,-8.749,0.0294,0.329,0.0,0.123,0.682,0.5901,0.2237,3,Six Feet Under The Stars (Acoustic),Null
0.468,0.762,-4.868,0.044,0.0006,0.0,0.202,0.107,0.6808,0.2447,14,Null,Greatest Hardstyle Playlist
0.565,0.97,-6.558,0.0813,0.0006,0.89,0.0916,0.125,0.6581,0.4931,11,Null,Psytrance New Releases 2020
0.715,0.86,-3.212,0.238,0.0798,0.0008,0.252,0.371,0.6809,0.1971,12,Null,I'm a fucking Headbanger
0.856,0.652,-5.324,0.143,0.177,0.0,0.193,0.471,0.4404,0.2402,4,Paramedic!,Null
0.567,0.703,-3.997,0.0439,0.258,0.0001,0.103,0.547,0.4987,0.3032,7,Episode,Null
0.659,0.801,-4.301,0.322,0.448,0.0,0.14,0.462,0.8806,0.1812,7,Strictly 4 My Jeeps,Null
0.825,0.595,-9.393,0.0669,0.0011,0.94,0.0578,0.0781,0.5629,0.4261,9,Null,techno. only. (08/02)
0.657,0.882,-3.565,0.0456,0.247,0.002,0.112,0.179,0.581,0.2136,10,Null,Best of Trance
0.817,0.493,-9.405,0.57,0.0073,0.0,0.0676,0.533,0.7267,0.1276,1,Touchdown,Null
0.523,0.966,-8.273,0.114,0.0046,0.587,0.238,0.0846,0.6172,0.5102,10,Null,UPLIFTING TRANCE 2020
0.384,0.662,-10.758,0.039,0.0087,0.0397,0.172,0.0827,0.5902,0.3053,10,Null,Top Trance Songs EVER
0.696,0.634,-6.918,0.281,0.244,0.0,0.437,0.728,0.8169,0.1557,7,Good Guy (feat. Jessie Reyez),Null
0.697,0.856,-8.135,0.0583,0.0038,0.847,0.0908,0.0737,0.6037,0.3424,9,Null,techno. only. (08/02)
0.689,0.4,-8.391,0.0278,0.428,0.209,0.131,0.284,0.6786,0.057,1,TroubledYouth,Null
0.352,0.854,-5.471,0.0911,0.0056,0.005,0.355,0.0747,0.6814,0.1983,14,Null,Ready2GetMaggot?
0.522,0.613,-9.391,0.0375,0.169,0.001,0.107,0.309,0.6947,0.3069,1,CANNON,Null
0.763,0.746,-7.105,0.334,0.101,0.0,0.104,0.642,0.7716,0.1733,1,Beg Your Pardon,Null
0.859,0.571,-7.282,0.133,0.0019,0.543,0.0354,0.73,0.5583,0.3262,8,Null,Dirtybird//Techhouse by Mack\
0.618,0.994,-2.866,0.111,0.124,0.265,0.79,0.264,0.6808,0.3868,14,Null,Best Hardstyle ever made
0.628,0.984,-6.459,0.0515,0.0014,0.817,0.118,0.184,0.6447,0.5071,11,Null,"Psytrance Intensifies (Goa, Psychedelic, Full on)"
0.397,0.949,-5.038,0.0426,0.0004,0.472,0.246,0.576,0.7945,0.3213,13,Null,UKF Drum & Bass - All Uploads
0.518,0.924,-7.76,0.0716,0.0008,0.785,0.131,0.13,0.6447,0.5674,11,Null,PSYTRANCE BANGERS best new 2020
0.724,0.771,-6.208,0.369,0.0889,0.0,0.362,0.867,0.8222,0.1574,0,DIET_,Null
0.674,0.866,-5.726,0.145,0.0064,0.0436,0.374,0.244,0.6265,0.2902,11,Null,"Psytrance Intensifies (Goa, Psychedelic, Full on)"
0.592,0.964,-5.549,0.0929,0.0307,0.35,0.398,0.263,0.6719,0.2283,14,Null,Euphoric Hardstyle
0.44,0.952,-6.069,0.0832,0.0079,0.0224,0.699,0.194,0.6809,0.2278,14,Null,Euphoric Hardstyle & Melodic Hardstyle
0.512,0.765,-12.99,0.0415,0.618,0.931,0.0994,0.361,0.6627,0.3169,0,Lightspeed,Null
0.732,0.75,-6.366,0.231,0.0026,0.0,0.109,0.401,0.7041,0.2001,7,XO TOUR Llif3,Null
0.798,0.827,-3.817,0.0943,0.0255,0.192,0.11,0.142,0.5266,0.1326,1,Witcher,Null
0.948,0.465,-13.773,0.548,0.407,0.0,0.0719,0.479,0.4768,0.1717,1,Can't Fuck Wit Niggas,Null
0.603,0.783,-4.023,0.062,0.449,0.0,0.119,0.775,0.781,0.1896,5,Dark Red,Null
0.581,0.707,-9.107,0.307,0.337,0.0,0.498,0.548,0.5636,0.2081,1,Bullet,Null
0.881,0.441,-6.278,0.0646,0.48,0.0,0.119,0.804,0.6265,0.2423,7,Day 'N' Nite (nightmare),Null
0.582,0.997,-0.997,0.36,0.0435,0.0,0.494,0.346,0.6807,0.2155,12,Null,Riddim Dubstep 2017-2018-2019
0.48,0.929,-3.931,0.0826,0.0016,0.0,0.341,0.624,0.8901,0.2373,3,Saturday,Null
0.843,0.7,-3.249,0.26,0.127,0.0,0.876,0.675,0.863,0.321,7,Gangsta Nation,Null
0.448,0.995,-5.133,0.0584,0.0001,0.892,0.6,0.0379,0.6265,0.2438,10,Null,Top Trance Songs EVER
0.8,0.672,-10.88,0.0434,0.0016,0.765,0.0703,0.912,0.572,0.2041,8,Null,Tech House 2020
0.415,0.719,-4.401,0.0428,0.0188,0.0374,0.111,0.11,0.7719,0.2644,13,Null,UKF Drum & Bass
0.571,0.734,-8.546,0.631,0.0013,0.0,0.268,0.398,0.5083,0.2937,2,CHOPSTICK,Null
0.865,0.647,-8.118,0.352,0.0259,0.0018,0.142,0.325,0.7057,0.2105,1,"Kast Out (feat. Sorta Human, Mr Sisco, Lil Woofy Woof, Wavy Jone$ & Dj Killa C)",Null
0.762,0.803,-8.12,0.213,0.0055,0.296,0.345,0.736,0.7262,0.1431,0,Crunch!,Null
0.334,0.761,-5.243,0.0338,0.0009,0.0004,0.129,0.177,0.7899,0.2417,13,Null,UKF Drum & Bass - All Uploads
0.769,0.533,-11.641,0.322,0.0085,0.0,0.0767,0.344,0.6354,0.1503,2,Nameless,Null
0.534,0.749,-6.519,0.0464,0.0473,0.0,0.343,0.409,0.8721,0.1549,2,Attraction,Null
0.607,0.49,-6.764,0.076,0.0053,0.013,0.0926,0.314,0.5895,0.1214,1,Leave Me Alone,Null
0.828,0.793,-6.7,0.0868,0.0001,0.835,0.127,0.318,0.5811,0.5003,9,Null,Top Techno Tracks 2020
0.454,0.773,-6.763,0.0338,0.0223,0.406,0.0916,0.101,0.7902,0.2984,13,Null,UKF Drum & Bass - All Uploads
0.543,0.936,-4.48,0.0687,0.0024,0.635,0.32,0.158,0.5993,0.2229,10,Null,State if Trance (The best ASOT Epsidoes)
0.501,0.99,-7.031,0.0689,0.0017,0.789,0.755,0.503,0.6264,0.2476,10,Null,Trance Mission
0.883,0.625,-4.098,0.245,0.239,0.0,0.0765,0.871,0.575,0.155,1,Buster,Null
0.505,0.926,-6.538,0.126,0.0616,0.0138,0.374,0.5,0.7039,0.2022,14,Null,Euphoric Hardstyle
0.706,0.846,-5.475,0.04,0.0065,0.161,0.0908,0.241,0.5629,0.246,8,Null,Tech House Music 2020
0.533,0.844,-5.04,0.0302,0.0053,0.0001,0.0722,0.712,0.5628,0.2043,8,Null,Tech House Music 2020
0.648,0.865,-4.086,0.0878,0.0004,0.0,0.403,0.63,0.6356,0.3332,7,Dark Shades,Null
0.817,0.646,-5.12,0.249,0.0152,0.0,0.125,0.835,0.7395,0.2334,4,1942 (feat. Yo Gotti & YBN Nahmir),Null
0.877,0.966,-7.518,0.26,0.428,0.0004,0.0804,0.191,0.4994,0.1375,2,I Am God's Mistake (SweetReleaseOfDeath),Null
0.694,0.651,-10.374,0.138,0.004,0.0,0.369,0.152,0.5107,0.2211,7,Lava (feat. Zombie Juice),Null
0.809,0.93,-6.767,0.0723,0.0121,0.853,0.0429,0.803,0.5629,0.424,8,Null,tech house
0.815,0.935,-6.644,0.061,0.0002,0.892,0.0677,0.643,0.5674,0.4381,8,Null,Tech House Essentials by Distortion
0.493,0.954,-2.301,0.0742,0.007,0.803,0.505,0.21,0.6807,0.271,12,Null,Riddim or die
0.813,0.417,-11.872,0.816,0.292,0.0,0.155,0.646,0.5163,0.1313,1,Street Degree (Ooh Ooh),Null
0.762,0.8,-6.163,0.0403,0.001,0.678,0.194,0.344,0.5629,0.2148,8,Null,Tech House 2020
0.73,0.993,-0.356,0.393,0.0874,0.0003,0.168,0.356,0.681,0.2348,12,Null,Riddim or die
0.745,0.967,-5.786,0.0898,0.0002,0.811,0.101,0.322,0.6719,0.4611,11,Null,Psytrance New Releases 2020
0.792,0.876,-2.856,0.228,0.0731,0.0,0.351,0.457,0.9195,0.2831,7,Wonda Why They Call U B____,Null
0.46,0.784,-2.898,0.029,0.195,0.0008,0.162,0.177,0.704,0.2407,14,Null,Best Hardstyle ever made
0.516,0.456,-8.638,0.0326,0.384,0.0634,0.0965,0.067,0.6447,0.2518,0,miracle,Null
0.634,0.77,-9.796,0.0843,0.0097,0.801,0.284,0.0651,0.5764,0.4646,9,Null,Top Techno Tracks 2020
0.783,0.545,-6.638,0.163,0.132,0.0667,0.248,0.251,0.672,0.1421,7,GHOST,Null
0.463,0.857,-3.063,0.0632,0.0506,0.0,0.184,0.856,0.5068,0.1773,3,Teenagers,Null
0.961,0.571,-4.001,0.177,0.013,0.0,0.0486,0.641,0.5675,0.2215,1,Headlocc (feat. Young Thug),Null
0.68,0.903,-4.583,0.0937,0.0006,0.0051,0.106,0.178,0.6266,0.2171,0,Find You,Null
0.555,0.807,-2.997,0.0543,0.005,0.0046,0.109,0.199,0.6804,0.2625,12,Null,I'm a fucking Headbanger
0.437,0.92,-7.298,0.0469,0.0018,0.484,0.365,0.178,0.6173,0.259,10,Null,Top Trance Songs EVER
0.766,0.53,-7.529,0.212,0.157,0.0,0.326,0.634,0.802,0.2633,7,Rumors,Null
0.766,0.949,1.408,0.0518,0.0906,0.0001,0.0994,0.517,0.6583,0.261,12,Null,Headbangers:Dubstep/Riddim
0.444,0.645,-5.696,0.271,0.0735,0.0,0.142,0.413,0.7711,0.2483,4,Uhohhh,Null
0.933,0.593,-8.995,0.451,0.0152,0.0,0.109,0.705,0.6172,0.233,1,"Centerfold (feat. Kid Trunks, 458 Keez & Danny Towers)",Null
0.762,0.41,-11.979,0.0551,0.278,0.0,0.157,0.0813,0.4542,0.2972,4,Still Cold / Pathway Private,Null
0.611,0.8,-5.715,0.0467,0.0542,0.587,0.0858,0.132,0.7943,0.3455,13,Null,Drum and Bass 2020
0.597,0.927,-5.871,0.0429,0.0003,0.828,0.138,0.135,0.6537,0.4819,11,Null,PSYTRANCE BANGERS best new 2020
0.485,0.629,-6.253,0.348,0.0728,0.0,0.0951,0.448,0.7423,0.2825,5,EmOGs,Null
0.74,0.898,-8.187,0.0696,0.0034,0.711,0.371,0.438,0.581,0.4477,8,Null,Dirtybird Players
0.506,0.535,-8.336,0.0368,0.0921,0.0016,0.81,0.116,0.5902,0.3114,0,Scintilla,Null
0.799,0.739,-8.944,0.0747,0.0092,0.525,0.113,0.393,0.5675,0.4731,8,Null,Tech House 2020
0.566,0.954,-4.678,0.0376,0.0041,0.0257,0.0943,0.887,0.5718,0.17,8,Null,Tech house
0.367,0.926,-4.947,0.31,0.005,0.0122,0.122,0.114,0.6786,0.2734,12,Null,Riddim Lords
0.419,0.994,-1.666,0.289,0.026,0.901,0.242,0.246,0.794,0.4055,13,Null,Drum and Bass - 2015 to 2020
0.815,0.636,-7.684,0.0486,0.0391,0.0707,0.0579,0.272,0.5719,0.1841,8,Null,Tech House 2020 - Best of Techno
0.613,0.614,-7.235,0.0439,0.0143,0.0,0.094,0.198,0.8533,0.2462,0,Me and You,Null
0.852,0.739,-6.015,0.434,0.0472,0.0,0.195,0.437,0.6351,0.1315,1,lil jeff hardy,Null
0.755,0.958,-1.886,0.24,0.0096,0.125,0.661,0.593,0.6581,0.1999,12,Null,RIDDIM 2020 & Riddim Hits
0.481,0.98,-5.121,0.0754,0.0005,0.0017,0.261,0.169,0.6266,0.2362,10,Null,Vocal Melodic Trance Top 1000
0.578,0.9,-3.662,0.0531,0.0547,0.0,0.145,0.378,0.6809,0.2245,14,Null,Euphoric Hardstyle
0.449,0.958,-5.838,0.0405,0.0,0.912,0.0971,0.0557,0.5992,0.5035,10,Null,Top Trance Songs EVER
0.513,0.914,-4.644,0.0629,0.0112,0.0011,0.121,0.094,0.7129,0.2276,14,Null,Ready2GetMaggot?
0.748,0.258,-7.667,0.0664,0.188,0.0,0.0905,0.138,0.6273,0.1237,1,Heaven,Null
0.837,0.586,-8.521,0.0807,0.281,0.0,0.134,0.618,0.5314,0.2158,4,COOLER THAN A BITCH (feat. Roddy Ricch),Null
0.767,0.569,-6.805,0.216,0.0099,0.0,0.109,0.524,0.6996,0.2151,7,Ain't It Different (feat. AJ Tracey & Stormzy),Null
0.757,0.76,-6.329,0.1,0.0207,0.865,0.354,0.114,0.6265,0.3429,0,Hold Me,Null
0.36,0.716,-6.181,0.34,0.2,0.0,0.581,0.274,0.7808,0.3497,7,IFHY (feat. Pharrell),Null
0.611,0.781,-11.687,0.0694,0.0916,0.837,0.651,0.342,0.6266,0.3614,9,Null,Techno Bangers
0.723,0.459,-10.259,0.239,0.001,0.0,0.11,0.313,0.6354,0.2159,2,P.S Fuck You Cunt (feat. Lil Peep),Null
0.37,0.903,-5.664,0.0296,0.0002,0.0204,0.143,0.111,0.79,0.3143,13,Null,UKF Drum & Bass - All Uploads
0.937,0.659,-6.122,0.23,0.171,0.0,0.336,0.652,0.5085,0.1596,7,Catch Me Outside,Null
0.524,0.904,-2.071,0.398,0.0533,0.0,0.776,0.655,0.7317,0.2782,6,Survivor,Null
0.802,0.591,-4.895,0.225,0.0104,0.0,0.196,0.309,0.6349,0.1727,4,OUT WEST (feat. Young Thug),Null
0.435,0.977,-2.081,0.109,0.0594,0.0,0.0674,0.301,0.695,0.2333,14,Null,Q-Dance | Hardstyle | Top 100 | 2019
0.563,0.961,-1.575,0.205,0.0496,0.0259,0.212,0.185,0.6807,0.2033,12,Null,Lost Lands 2019
0.531,0.945,-1.378,0.04,0.258,0.0,0.158,0.326,0.7037,0.2239,14,Null,Hardstyle 2020 | Updated Weekly
0.496,0.947,-9.069,0.0439,0.0003,0.001,0.0862,0.396,0.6173,0.2496,10,Null,Top Trance Songs EVER
0.471,0.918,-2.808,0.092,0.143,0.0,0.167,0.643,0.6727,0.2082,3,Find Your Way,Null
0.769,0.669,-11.596,0.0593,0.0251,0.932,0.0947,0.0367,0.5902,0.4802,9,Null,techno. only. (08/02)
0.74,0.613,-4.88,0.145,0.258,0.0037,0.123,0.473,0.6811,0.1825,0,SAD!,Null
0.411,0.79,-7.135,0.107,0.177,0.0352,0.124,0.0554,0.5902,0.2912,0,May Not Be,Null
0.548,0.929,-5.005,0.0526,0.0856,0.0,0.281,0.609,0.703,0.1882,14,Null,Best of Hardstyle 2020
0.802,0.82,-4.906,0.042,0.0001,0.111,0.321,0.398,0.5629,0.2459,8,Null,Tech House by DOT Dance
0.669,0.58,-8.855,0.174,0.142,0.0,0.125,0.409,0.726,0.1978,6,Backend,Null
0.696,0.666,-2.431,0.0382,0.0376,0.327,0.217,0.148,0.5448,0.2425,4,Boy Red,Null
0.796,0.412,-8.878,0.161,0.869,0.277,0.306,0.804,0.5446,0.1249,7,Honey,Null
0.487,0.74,-4.973,0.0944,0.157,0.0,0.612,0.522,0.3349,0.199,4,GO (feat. Juice WRLD),Null
0.605,0.963,0.634,0.0681,0.0125,0.788,0.434,0.42,0.6583,0.2103,12,Null,Riddim or die
0.312,0.813,-6.481,0.0395,0.0609,0.0124,0.4,0.202,0.6814,0.2331,14,Null,Hardstyle 2020
0.789,0.777,-5.69,0.132,0.0526,0.0,0.453,0.935,0.6451,0.1999,4,Iced Out Audemars (feat. Dafi Woo),Null
0.586,0.87,-4.054,0.172,0.002,0.475,0.439,0.257,0.6812,0.2366,12,Null,Lost Lands 2020
0.749,0.925,-5.034,0.227,0.241,0.0,0.52,0.641,0.7898,0.2885,7,Love The Way You Lie,Null
0.606,0.915,-6.564,0.04,0.0,0.865,0.528,0.155,0.6583,0.4278,11,Null,Psytrance 2020
0.57,0.703,-11.828,0.0521,0.0944,0.873,0.205,0.0393,0.5447,0.136,0,SECRET MESSAGE,Null
0.659,0.825,-8.112,0.096,0.0027,0.762,0.0811,0.135,0.6355,0.4656,11,Null,PsyTrance 2019 By GMR
0.716,0.726,-10.298,0.212,0.0672,0.0,0.335,0.716,0.8178,0.3222,7,Aint Nobody Gafflin Me,Null
0.796,0.826,-5.092,0.0599,0.0057,0.57,0.0466,0.689,0.5628,0.3498,8,Null,Tech House Music 2020
0.516,0.884,-3.706,0.0448,0.0003,0.0003,0.0478,0.448,0.4901,0.3681,3,Diamond Eyes (Boom-Lay Boom-Lay Boom),Null
0.451,0.946,-3.581,0.0904,0.0003,0.895,0.411,0.146,0.7898,0.3142,13,Null,UKF Drum & Bass - All Uploads
0.253,0.662,-4.877,0.0427,0.0378,0.0487,0.111,0.0589,0.8166,0.3154,0,Neo Tears,Null
0.81,0.353,-9.931,0.31,0.588,0.0,0.102,0.0727,0.3996,0.2281,4,10 Freaky Girls (with 21 Savage),Null
0.709,0.909,-7.978,0.0734,0.0002,0.769,0.0965,0.0752,0.6128,0.4348,9,Null,Dark Techno Rave
0.233,0.958,-2.615,0.0935,0.0599,0.0002,0.0913,0.0823,0.6814,0.2787,14,Null,Euphoric Hardstyle
0.655,0.893,-5.127,0.0428,0.0024,0.0089,0.124,0.538,0.5629,0.1959,8,Null,Tech House Essentials by Distortion
0.771,0.316,-15.062,0.073,0.138,0.0,0.103,0.112,0.5944,0.1936,1,Kill Tek Piece (feat. Lil Mosey),Null
0.662,0.507,-8.238,0.118,0.257,0.0,0.0465,0.676,0.7845,0.2447,5,My Boo,Null
0.848,0.327,-16.44,0.353,0.256,0.0,0.108,0.718,0.6083,0.2042,1,Jump Off,Null
0.86,0.305,-15.617,0.387,0.322,0.0,0.0641,0.276,0.7717,0.2351,7,Wya? (feat. Ugly God) - Remix,Null
0.771,0.523,-7.62,0.0469,0.225,0.0198,0.105,0.439,0.6536,0.2223,6,Beyoncé,Null
0.6,0.988,-0.448,0.212,0.0655,0.0623,0.0703,0.158,0.6583,0.2029,12,Null,Riddim or die
0.775,0.93,-8.144,0.0446,0.0011,0.923,0.068,0.0345,0.581,0.5849,9,Null,Techno
0.471,0.955,-6.389,0.0588,0.0002,0.702,0.075,0.245,0.6583,0.4713,11,Null,PSYTRANCE BANGERS best new 2020
0.875,0.81,-6.836,0.0843,0.04,0.916,0.077,0.349,0.5811,0.3985,8,Null,Dirtybird Players
0.897,0.84,-6.759,0.0775,0.0049,0.452,0.675,0.267,0.572,0.3891,8,Null,Dirtybird House
0.657,0.822,-4.612,0.0535,0.37,0.0,0.104,0.536,0.7265,0.2635,1,Driving Ms Daisy,Null
0.687,0.792,-2.749,0.0452,0.191,0.0,0.167,0.671,0.908,0.2347,6,Happier,Null
0.646,0.988,-5.287,0.13,0.0029,0.747,0.182,0.0808,0.6355,0.2403,10,Null,Trance Mission
0.434,0.953,-4.126,0.212,0.0283,0.0395,0.129,0.132,0.6809,0.1805,14,Null,Euphoric Hardstyle - 2020
0.748,0.687,-7.227,0.0341,0.0018,0.892,0.0732,0.228,0.6084,0.5029,11,Null,Best Psytrance 2020
0.861,0.329,-9.838,0.529,0.0377,0.0,0.235,0.541,0.6488,0.2059,1,Composure,Null
0.843,0.432,-9.621,0.159,0.052,0.0,0.106,0.234,0.8805,0.1465,1,All Facts,Null
0.638,0.989,-6.095,0.0554,0.0002,0.825,0.306,0.468,0.6809,0.4591,11,Null,Psytrance Can
0.461,0.973,-3.012,0.138,0.009,0.725,0.112,0.0471,0.7809,0.3873,13,Null,Liqduicity Drum & Bass
0.72,0.731,-6.206,0.0617,0.0012,0.0,0.246,0.246,0.5903,0.1982,1,Killing (feat. Terror Reid),Null
0.709,0.86,-5.319,0.0427,0.0016,0.0859,0.0337,0.707,0.5672,0.2439,8,Null,Dirtybird//Techhouse by Mack\
0.628,0.772,-6.842,0.036,0.34,0.0,0.115,0.0748,0.5446,0.2299,0,Mysteryman 2,Null
0.669,0.747,-11.719,0.0527,0.0001,0.892,0.0923,0.0244,0.572,0.4197,9,Null,Dark Techno Rave
0.53,0.862,-7.116,0.051,0.0001,0.527,0.132,0.167,0.5947,0.4075,10,Null,Vocal Melodic Trance Top 1000
0.896,0.419,-10.219,0.282,0.0508,0.0007,0.11,0.202,0.5721,0.1309,0,Basher,Null
0.537,0.921,-3.798,0.0425,0.0022,0.967,0.156,0.311,0.6129,0.1929,10,Null,State if Trance (The best ASOT Epsidoes)
0.673,0.704,-8.056,0.36,0.196,0.0,0.0898,0.372,0.7891,0.2323,6,Holy (feat. Chance The Rapper),Null
0.697,0.959,-1.329,0.0841,0.0503,0.0,0.176,0.279,0.5901,0.1497,2,we came frxm the DIRT,Null
0.756,0.525,-8.565,0.108,0.214,0.0,0.224,0.501,0.8252,0.219,7,No Other Way,Null
0.676,0.578,-8.379,0.0809,0.0361,0.0012,0.0775,0.116,0.6808,0.1578,1,Torture Chambers,Null
0.777,0.364,-7.514,0.0729,0.368,0.0,0.0772,0.187,0.5671,0.203,7,Gold,Null
0.791,0.854,-6.121,0.324,0.0359,0.0,0.314,0.316,0.6357,0.0831,1,Fist Fight,Null
0.483,0.531,-8.593,0.245,0.164,0.0,0.113,0.196,0.7261,0.1738,7,Night Rider,Null
0.732,0.73,-6.61,0.21,0.423,0.0,0.11,0.426,0.8177,0.1969,0,Aftershock,Null
0.489,0.934,-4.308,0.08,0.0311,0.0,0.433,0.473,0.5719,0.1821,3,I Must Be Dreaming,Null
0.62,0.574,-7.788,0.0479,0.569,0.0,0.19,0.357,0.9081,0.274,6,1-800-273-8255,Null
0.438,0.965,-3.448,0.147,0.0011,0.151,0.365,0.134,0.6811,0.2537,14,Null,Ready2GetMaggot?
0.394,0.744,-5.465,0.276,0.0018,0.0,0.308,0.772,0.7145,0.2592,5,We Ride,Null
0.7,0.888,-3.627,0.158,0.0128,0.0077,0.099,0.568,0.6813,0.2103,12,Null,Riddim or die
0.582,0.525,-7.163,0.0627,0.111,0.0,0.134,0.51,0.6049,0.285,5,Die For You,Null
0.609,0.946,-5.101,0.069,0.0192,0.604,0.561,0.0872,0.5584,0.2298,8,Null,Tech House Music 2020
0.691,0.493,-11.868,0.0857,0.0045,0.0145,0.826,0.0394,0.6629,0.1811,0,Venvm,Null
0.469,0.717,-4.972,0.187,0.423,0.0015,0.128,0.272,0.7444,0.1435,0,Chariot Of Fire,Null
0.822,0.55,-8.173,0.31,0.333,0.0041,0.254,0.217,0.5814,0.1561,2,6 6 6 F O R E V E R,Null
0.42,0.744,-5.033,0.396,0.398,0.0,0.192,0.324,0.7345,0.3314,7,Ambition (feat. Meek Mill & Rick Ross),Null
0.756,0.76,-4.912,0.0493,0.0105,0.0017,0.498,0.256,0.9532,0.1533,2,DON'T TRUST ANYONE! ($UICIDEBOY$ X TRAVIS BARKER),Null
0.574,0.573,-7.079,0.085,0.392,0.0,0.0933,0.626,0.6187,0.3527,5,All Night,Null
0.766,0.793,-6.638,0.165,0.0294,0.0,0.173,0.647,0.8346,0.2856,7,Halftime,Null
0.472,0.715,-7.285,0.0509,0.0099,0.177,0.292,0.0946,0.6811,0.3601,14,Null,Euphoric Hardstyle & Melodic Hardstyle
0.7,0.859,-6.893,0.0646,0.0002,0.864,0.139,0.147,0.5901,0.3963,9,Null,techno. only. (08/02)
0.772,0.256,-8.545,0.0481,0.491,0.0061,0.144,0.357,0.5398,0.2303,5,Easily,Null
0.864,0.742,-7.513,0.176,0.0135,0.322,0.0775,0.804,0.5721,0.4007,9,Null,Techno
0.692,0.877,-7.674,0.106,0.128,0.927,0.111,0.26,0.5221,0.1829,0,Vanquish,Null
0.705,0.911,-7.398,0.0497,0.0,0.844,0.364,0.238,0.6583,0.4302,11,Null,Psytrance: From Full on to Forrest Trance
0.577,0.934,-3.999,0.128,0.0056,0.0,0.0484,0.54,0.6219,0.2198,3,Blonde,Null
0.646,0.696,-5.572,0.342,0.0192,0.0,0.0762,0.625,0.8433,0.2272,6,Gold Digger,Null
0.351,0.622,-6.495,0.235,0.256,0.0,0.613,0.457,0.757,0.2775,7,She,Null
0.86,0.62,-6.986,0.184,0.0106,0.0,0.104,0.177,0.7267,0.1067,1,Pneumonia,Null
0.608,0.997,-5.276,0.0854,0.0001,0.846,0.124,0.415,0.6583,0.539,11,Null,PSYTRANCE BANGERS best new 2020
0.47,0.805,-6.784,0.387,0.0024,0.0,0.323,0.565,0.6529,0.2986,1,Bitch I'm Lugubrious,Null
0.798,0.98,-5.376,0.0452,0.0041,0.779,0.0818,0.368,0.5765,0.2675,8,Null,Beatoirt Best New Tech House
0.662,0.874,-5.901,0.0368,0.0022,0.934,0.139,0.0475,0.6135,0.2259,0,Skull Kavern,Null
0.583,0.829,-4.603,0.134,0.0086,0.0,0.0426,0.575,0.79,0.3023,5,Umbrella,Null
0.452,0.828,-4.53,0.0405,0.0059,0.0001,0.129,0.229,0.6805,0.2751,14,Null,Ready2GetMaggot?
0.632,0.912,-8.562,0.0393,0.0,0.788,0.774,0.346,0.6719,0.4769,11,Null,Psytrance Can
0.79,0.518,-6.571,0.212,0.0936,0.0,0.357,0.487,0.8896,0.1663,1,Nun Major,Null
0.571,0.923,-2.597,0.0658,0.0005,0.215,0.143,0.465,0.6819,0.2015,12,Null,HEADBANGERS:Dubstep/Riddim
0.535,0.812,-3.825,0.045,0.0343,0.0,0.205,0.499,0.6587,0.2249,14,Null,Ready2GetMaggot?
0.627,0.886,-9.95,0.0394,0.0016,0.872,0.111,0.144,0.5811,0.5279,9,Null,|DARK|HARD|TECHNO
0.42,0.885,-4.33,0.045,0.0105,0.0,0.0801,0.321,0.6815,0.2089,14,Null,Best Hardstyle ever made
0.754,0.773,-2.079,0.119,0.29,0.0,0.0997,0.803,0.7721,0.1238,0,run?,Null
0.448,0.639,-7.578,0.179,0.476,0.0,0.178,0.358,0.766,0.2208,3,Tranen In De Studio,Null
0.458,0.988,-7.523,0.157,0.0013,0.443,0.117,0.191,0.6174,0.2256,10,Null,Vocal Melodic Trance Top 1000
0.548,0.834,-4.376,0.0821,0.0068,0.298,0.092,0.28,0.6805,0.347,14,Null,Euphoric Hardstyle
